,AliasName,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
305,DaWtrLcv2PosDev,DAWTRLCV2POSDEV,Float,1,R/W,100,,,,,,,,,,,
306,DaWtrLcvPos,DAWTRLCVPOS,Float,1,R/W,100,,,,,,,,,,,
307,DaWtrLCVPosDev,DAWTRLCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
308,DaWtrLcvPosFb,DAWTRLCVPOSFB,Float,1,R/W,100,,,,,,,,,,,
309,DaWtrLcvPosFbMax,DAWTRLCVPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
310,DaWtrLcvPosFbMin,DAWTRLCVPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
311,DaWtrLcvPosFbPct,DAWTRLCVPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
312,DaWtrLcvPosFbRng,DAWTRLCVPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
313,DmdLoLimFarDevEn,DMDLOLIMFARDEVEN,Float,1,R/W,100,,,,,,,,,,,
314,Drm1Cv,DRM1CV,Float,1,R/W,100,,,,,,,,,,,
315,Drm1Db,DRM1DB,Float,1,R/W,100,,,,,,,,,,,
316,Drm1Kc,DRM1KC,Float,1,R/W,100,,,,,,,,,,,
317,Drm1Spare1,DRM1SPARE1,Float,1,R/W,100,,,,,,,,,,,
318,Drm1Spare2,DRM1SPARE2,Float,1,R/W,100,,,,,,,,,,,
319,Drm1Spare3,DRM1SPARE3,Float,1,R/W,100,,,,,,,,,,,
320,Drm1SpareParm1,DRM1SPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
321,Drm1Td,DRM1TD,Float,1,R/W,100,,,,,,,,,,,
322,Drm1Ti,DRM1TI,Float,1,R/W,100,,,,,,,,,,,
323,DrmCv,DRMCV,Float,1,R/W,100,,,,,,,,,,,
324,DrmCVEu,DRMCVEU,Float,1,R/W,100,,,,,,,,,,,
325,DrmCvHiLimEu,DRMCVHILIMEU,Float,1,R/W,100,,,,,,,,,,,
326,DrmCvLoLimEu,DRMCVLOLIMEU,Float,1,R/W,100,,,,,,,,,,,
327,DrmDb,DRMDB,Float,1,R/W,100,,,,,,,,,,,
328,DrmErrAlDb,DRMERRALDB,Float,1,R/W,100,,,,,,,,,,,
329,DrmErrNegAlLim,DRMERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
330,DrmErrPosAlLim,DRMERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
331,DrmKc,DRMKC,Float,1,R/W,100,,,,,,,,,,,
332,DrmLvl1Dev,DRMLVL1DEV,Float,1,R/W,100,,,,,,,,,,,
333,DrmLvl2Dev,DRMLVL2DEV,Float,1,R/W,100,,,,,,,,,,,
334,DrmLvl3Dev,DRMLVL3DEV,Float,1,R/W,100,,,,,,,,,,,
335,DrmLvlA,DRMLVLA,Float,1,R/W,100,,,,,,,,,,,
336,DrmLvlAMax,DRMLVLAMAX,Float,1,R/W,100,,,,,,,,,,,
337,DrmLvlAMin,DRMLVLAMIN,Float,1,R/W,100,,,,,,,,,,,
338,DrmLvlAPct,DRMLVLAPCT,Float,1,R/W,100,,,,,,,,,,,
339,DrmLvlARng,DRMLVLARNG,Float,1,R/W,100,,,,,,,,,,,
340,DrmLvlB,DRMLVLB,Float,1,R/W,100,,,,,,,,,,,
341,DrmLvlBMax,DRMLVLBMAX,Float,1,R/W,100,,,,,,,,,,,
342,DrmLvlBMin,DRMLVLBMIN,Float,1,R/W,100,,,,,,,,,,,
343,DrmLvlBPct,DRMLVLBPCT,Float,1,R/W,100,,,,,,,,,,,
344,DrmLvlBRng,DRMLVLBRNG,Float,1,R/W,100,,,,,,,,,,,
345,DrmLvlComp1,DRMLVLCOMP1,Float,1,R/W,100,,,,,,,,,,,
346,DrmLvlComp2,DRMLVLCOMP2,Float,1,R/W,100,,,,,,,,,,,
347,DrmLvlComp3,DRMLVLCOMP3,Float,1,R/W,100,,,,,,,,,,,
348,DrmLvlDevEuLim,DRMLVLDEVEULIM,Float,1,R/W,100,,,,,,,,,,,
349,DrmLvlDevLim,DRMLVLDEVLIM,Float,1,R/W,100,,,,,,,,,,,
350,DrmLvlDp1,DRMLVLDP1,Float,1,R/W,100,,,,,,,,,,,
351,DrmLvlDp1Max,DRMLVLDP1MAX,Float,1,R/W,100,,,,,,,,,,,
352,DrmLvlDp1Min,DRMLVLDP1MIN,Float,1,R/W,100,,,,,,,,,,,
353,DrmLvlDp1Pct,DRMLVLDP1PCT,Float,1,R/W,100,,,,,,,,,,,
354,DrmLvlDp1Rng,DRMLVLDP1RNG,Float,1,R/W,100,,,,,,,,,,,
355,DrmLvlDp2,DRMLVLDP2,Float,1,R/W,100,,,,,,,,,,,
356,DrmLvlDp2Max,DRMLVLDP2MAX,Float,1,R/W,100,,,,,,,,,,,
357,DrmLvlDp2Min,DRMLVLDP2MIN,Float,1,R/W,100,,,,,,,,,,,
358,DrmLvlDp2Pct,DRMLVLDP2PCT,Float,1,R/W,100,,,,,,,,,,,
359,DrmLvlDp2Rng,DRMLVLDP2RNG,Float,1,R/W,100,,,,,,,,,,,
360,DrmLvlDp3,DRMLVLDP3,Float,1,R/W,100,,,,,,,,,,,
361,DrmLvlDp3Max,DRMLVLDP3MAX,Float,1,R/W,100,,,,,,,,,,,
362,DrmLvlDp3Min,DRMLVLDP3MIN,Float,1,R/W,100,,,,,,,,,,,
363,DrmLvlDp3Pct,DRMLVLDP3PCT,Float,1,R/W,100,,,,,,,,,,,
364,DrmLvlDp3Rng,DRMLVLDP3RNG,Float,1,R/W,100,,,,,,,,,,,
365,DrmLvlEuAvg,DRMLVLEUAVG,Float,1,R/W,100,,,,,,,,,,,
366,DrmLvlEuDev,DRMLVLEUDEV,Float,1,R/W,100,,,,,,,,,,,
367,DrmLvlFdwAutoStartLim,DRMLVLFDWAUTOSTARTLIM,Float,1,R/W,100,,,,,,,,,,,
368,DrmLvlHiTap,DRMLVLHITAP,Float,1,R/W,100,,,,,,,,,,,
369,DrmLvlLoTap,DRMLVLLOTAP,Float,1,R/W,100,,,,,,,,,,,
370,DrmLvlPctAvg,DRMLVLPCTAVG,Float,1,R/W,100,,,,,,,,,,,
371,DrmMinStm3El,DRMMINSTM3EL,Float,1,R/W,100,,,,,,,,,,,
372,DrmOut,DRMOUT,Float,1,R/W,100,,,,,,,,,,,
373,DrmPv,DRMPV,Float,1,R/W,100,,,,,,,,,,,
374,DrmPvAlDb,DRMPVALDB,Float,1,R/W,100,,,,,,,,,,,
375,DrmPvHiAlLim,DRMPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
376,DrmPvLoAlLim,DRMPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
377,DrmPvMax,DRMPVMAX,Float,1,R/W,100,,,,,,,,,,,
378,DrmPvMin,DRMPVMIN,Float,1,R/W,100,,,,,,,,,,,
379,DrmPvPct,DRMPVPCT,Float,1,R/W,100,,,,,,,,,,,
380,DrmPvRng,DRMPVRNG,Float,1,R/W,100,,,,,,,,,,,
381,DrmPvSpDev,DRMPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
382,DrmSp,DRMSP,Float,1,R/W,100,,,,,,,,,,,
383,DrmSpareParm3,DRMSPAREPARM3,Float,1,R/W,100,,,,,,,,,,,
384,DrmSpHiLim,DRMSPHILIM,Float,1,R/W,100,,,,,,,,,,,
385,DrmSpLoLim,DRMSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
386,DrmSpPct,DRMSPPCT,Float,1,R/W,100,,,,,,,,,,,
387,DrmStmFlwFf,DRMSTMFLWFF,Float,1,R/W,100,,,,,,,,,,,
388,DrmStmFlwFfGain,DRMSTMFLWFFGAIN,Float,1,R/W,100,,,,,,,,,,,
389,DrmTd,DRMTD,Float,1,R/W,100,,,,,,,,,,,
390,DrmTi,DRMTI,Float,1,R/W,100,,,,,,,,,,,
391,DrmWtrTmpAmb,DRMWTRTMPAMB,Float,1,R/W,100,,,,,,,,,,,
392,FarActual,FARACTUAL,Float,1,R/W,100,,,,,,,,,,,
393,FarCv,FARCV,Float,1,R/W,100,,,,,,,,,,,
394,FarDb,FARDB,Float,1,R/W,100,,,,,,,,,,,
395,FarDesired,FARDESIRED,Float,1,R/W,100,,,,,,,,,,,
396,FarDev,FARDEV,Float,1,R/W,100,,,,,,,,,,,
397,FarDevHiHiLim,FARDEVHIHILIM,Float,1,R/W,100,,,,,,,,,,,
398,FarDevHiLim,FARDEVHILIM,Float,1,R/W,100,,,,,,,,,,,
399,FarDevLoLim,FARDEVLOLIM,Float,1,R/W,100,,,,,,,,,,,
400,FarDevLoLoLim,FARDEVLOLOLIM,Float,1,R/W,100,,,,,,,,,,,
401,FarErrAlDb,FARERRALDB,Float,1,R/W,100,,,,,,,,,,,
402,FarErrNegAlLim,FARERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
403,FarErrPosAlLim,FARERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
404,FarKc,FARKC,Float,1,R/W,100,,,,,,,,,,,
405,FarOut,FAROUT,Float,1,R/W,100,,,,,,,,,,,
406,FarPv,FARPV,Float,1,R/W,100,,,,,,,,,,,
407,FarPvAlDb,FARPVALDB,Float,1,R/W,100,,,,,,,,,,,
408,FarPvHiAlLim,FARPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
409,FarPvLoAlLim,FARPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
410,FarPvMax,FARPVMAX,Float,1,R/W,100,,,,,,,,,,,
411,FarPvMin,FARPVMIN,Float,1,R/W,100,,,,,,,,,,,
412,FarPvPct,FARPVPCT,Float,1,R/W,100,,,,,,,,,,,
413,FarPvRng,FARPVRNG,Float,1,R/W,100,,,,,,,,,,,
414,FarPvSpDev,FARPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
415,FarSp,FARSP,Float,1,R/W,100,,,,,,,,,,,
416,FarSpareParm1,FARSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
417,FarSpareParm2,FARSPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
418,FarSpHiLim,FARSPHILIM,Float,1,R/W,100,,,,,,,,,,,
419,FarSpLoLim,FARSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
420,FarSpPct,FARSPPCT,Float,1,R/W,100,,,,,,,,,,,
421,FarTd,FARTD,Float,1,R/W,100,,,,,,,,,,,
422,FarTi,FARTI,Float,1,R/W,100,,,,,,,,,,,
423,FarTrimFactor,FARTRIMFACTOR,Float,1,R/W,100,,,,,,,,,,,
424,FddPos,FDDPOS,Float,1,R/W,100,,,,,,,,,,,
425,FddPosDev,FDDPOSDEV,Float,1,R/W,100,,,,,,,,,,,
426,FddPosFb,FDDPOSFB,Float,1,R/W,100,,,,,,,,,,,
427,FddPosFbMax,FDDPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
428,FddPosFbMin,FDDPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
429,FddPosFbPct,FDDPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
430,FddPosFbRng,FDDPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
431,FdfSpd,FDFSPD,Float,1,R/W,100,,,,,,,,,,,
432,FdfSpdDev,FDFSPDDEV,Float,1,R/W,100,,,,,,,,,,,
433,FdfSpdFb,FDFSPDFB,Float,1,R/W,100,,,,,,,,,,,
434,FdfSpdFbMax,FDFSPDFBMAX,Float,1,R/W,100,,,,,,,,,,,
435,FdfSpdFbMin,FDFSPDFBMIN,Float,1,R/W,100,,,,,,,,,,,
436,FdfSpdFbPct,FDFSPDFBPCT,Float,1,R/W,100,,,,,,,,,,,
437,FdfSpdFbRng,FDFSPDFBRNG,Float,1,R/W,100,,,,,,,,,,,
438,FdfTmpA,FDFTMPA,Float,1,R/W,100,,,,,,,,,,,
439,FdfTmpAMax,FDFTMPAMAX,Float,1,R/W,100,,,,,,,,,,,
440,FdfTmpAMin,FDFTMPAMIN,Float,1,R/W,100,,,,,,,,,,,
441,FdfTmpAPct,FDFTMPAPCT,Float,1,R/W,100,,,,,,,,,,,
442,FdfTmpARng,FDFTMPARNG,Float,1,R/W,100,,,,,,,,,,,
443,FdfTmpB,FDFTMPB,Float,1,R/W,100,,,,,,,,,,,
444,FdfTmpBMax,FDFTMPBMAX,Float,1,R/W,100,,,,,,,,,,,
445,FdfTmpBMin,FDFTMPBMIN,Float,1,R/W,100,,,,,,,,,,,
446,FdfTmpBPct,FDFTMPBPCT,Float,1,R/W,100,,,,,,,,,,,
447,FdfTmpBRng,FDFTMPBRNG,Float,1,R/W,100,,,,,,,,,,,
448,FdfVibA,FDFVIBA,Float,1,R/W,100,,,,,,,,,,,
449,FdfVibAMax,FDFVIBAMAX,Float,1,R/W,100,,,,,,,,,,,
450,FdfVibAMin,FDFVIBAMIN,Float,1,R/W,100,,,,,,,,,,,
451,FdfVibAPct,FDFVIBAPCT,Float,1,R/W,100,,,,,,,,,,,
452,FdfVibARng,FDFVIBARNG,Float,1,R/W,100,,,,,,,,,,,
453,FdfVibB,FDFVIBB,Float,1,R/W,100,,,,,,,,,,,
454,FdfVibBMax,FDFVIBBMAX,Float,1,R/W,100,,,,,,,,,,,
455,FdfVibBMin,FDFVIBBMIN,Float,1,R/W,100,,,,,,,,,,,
456,FdfVibBPct,FDFVIBBPCT,Float,1,R/W,100,,,,,,,,,,,
457,FdfVibBRng,FDFVIBBRNG,Float,1,R/W,100,,,,,,,,,,,
458,Fdw1Spd,FDW1SPD,Float,1,R/W,100,,,,,,,,,,,
459,Fdw1SpdDev,FDW1SPDDEV,Float,1,R/W,100,,,,,,,,,,,
460,Fdw1SpdFb,FDW1SPDFB,Float,1,R/W,100,,,,,,,,,,,
461,Fdw1SpdFbMax,FDW1SPDFBMAX,Float,1,R/W,100,,,,,,,,,,,
462,Fdw1SpdFbMin,FDW1SPDFBMIN,Float,1,R/W,100,,,,,,,,,,,
463,Fdw1SpdFbPct,FDW1SPDFBPCT,Float,1,R/W,100,,,,,,,,,,,
464,Fdw1SpdFbRng,FDW1SPDFBRNG,Float,1,R/W,100,,,,,,,,,,,
465,Fdw1TmpA,,,,,,,,,,,,,,,,
466,Fdw1TmpAMax,,,,,,,,,,,,,,,,
467,Fdw1TmpAMin,,,,,,,,,,,,,,,,
468,Fdw1TmpAPct,,,,,,,,,,,,,,,,
469,Fdw1TmpARng,,,,,,,,,,,,,,,,
470,Fdw1TmpB,,,,,,,,,,,,,,,,
471,Fdw1TmpBMax,,,,,,,,,,,,,,,,
472,Fdw1TmpBMin,,,,,,,,,,,,,,,,
473,Fdw1TmpBPct,,,,,,,,,,,,,,,,
474,Fdw1TmpBRng,,,,,,,,,,,,,,,,
475,Fdw1VibA,,,,,,,,,,,,,,,,
476,Fdw1VibAMax,,,,,,,,,,,,,,,,
477,Fdw1VibAMin,,,,,,,,,,,,,,,,
478,Fdw1VibAPct,,,,,,,,,,,,,,,,
479,Fdw1VibARng,,,,,,,,,,,,,,,,
480,Fdw1VibB,,,,,,,,,,,,,,,,
481,Fdw1VibBMax,,,,,,,,,,,,,,,,
482,Fdw1VibBMin,,,,,,,,,,,,,,,,
483,Fdw1VibBPct,,,,,,,,,,,,,,,,
484,Fdw1VibBRng,,,,,,,,,,,,,,,,
485,Fdw2Spd,FDW2SPD,Float,1,R/W,100,,,,,,,,,,,
486,Fdw2SpdDev,FDW2SPDDEV,Float,1,R/W,100,,,,,,,,,,,
487,Fdw2SpdFb,FDW2SPDFB,Float,1,R/W,100,,,,,,,,,,,
488,Fdw2SpdFbMax,FDW2SPDFBMAX,Float,1,R/W,100,,,,,,,,,,,
489,Fdw2SpdFbMin,FDW2SPDFBMIN,Float,1,R/W,100,,,,,,,,,,,
490,Fdw2SpdFbPct,FDW2SPDFBPCT,Float,1,R/W,100,,,,,,,,,,,
491,Fdw2SpdFbRng,FDW2SPDFBRNG,Float,1,R/W,100,,,,,,,,,,,
492,Fdw2TmpA,FDW2TMPA,Float,1,R/W,100,,,,,,,,,,,
493,Fdw2TmpAMax,FDW2TMPAMAX,Float,1,R/W,100,,,,,,,,,,,
494,Fdw2TmpAMin,FDW2TMPAMIN,Float,1,R/W,100,,,,,,,,,,,
495,Fdw2TmpAPct,FDW2TMPAPCT,Float,1,R/W,100,,,,,,,,,,,
496,Fdw2TmpARng,FDW2TMPARNG,Float,1,R/W,100,,,,,,,,,,,
497,Fdw2TmpB,FDW2TMPB,Float,1,R/W,100,,,,,,,,,,,
498,Fdw2TmpBMax,FDW2TMPBMAX,Float,1,R/W,100,,,,,,,,,,,
499,Fdw2TmpBMin,FDW2TMPBMIN,Float,1,R/W,100,,,,,,,,,,,
500,Fdw2TmpBPct,FDW2TMPBPCT,Float,1,R/W,100,,,,,,,,,,,
501,Fdw2TmpBRng,FDW2TMPBRNG,Float,1,R/W,100,,,,,,,,,,,
502,Fdw2VibA,,,,,,,,,,,,,,,,
503,Fdw2VibAMax,,,,,,,,,,,,,,,,
504,Fdw2VibAMin,,,,,,,,,,,,,,,,
505,Fdw2VibAPct,,,,,,,,,,,,,,,,
506,Fdw2VibARng,,,,,,,,,,,,,,,,
507,Fdw2VibB,FDW2VIBB,Float,1,R/W,100,,,,,,,,,,,
508,Fdw2VibBMax,FDW2VIBBMAX,Float,1,R/W,100,,,,,,,,,,,
509,Fdw2VibBMin,FDW2VIBBMIN,Float,1,R/W,100,,,,,,,,,,,
510,Fdw2VibBPct,FDW2VIBBPCT,Float,1,R/W,100,,,,,,,,,,,
511,Fdw2VibBRng,FDW2VIBBRNG,Float,1,R/W,100,,,,,,,,,,,
512,FdwCv,FDWCV,Float,1,R/W,100,,,,,,,,,,,
513,FdwDb,FDWDB,Float,1,R/W,100,,,,,,,,,,,
514,FdwErrAlDb,FDWERRALDB,Float,1,R/W,100,,,,,,,,,,,
515,FdwErrNegAlLim,FDWERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
516,FdwErrPosAlLim,FDWERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
517,FdwFcvPos,FDWFCVPOS,Float,1,R/W,100,,,,,,,,,,,
518,FdwFcvPosDev,FDWFCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
519,FdwFcvPosFb,FDWFCVPOSFB,Float,1,R/W,100,,,,,,,,,,,
520,FdwFcvPosFbMax,FDWFCVPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
521,FdwFcvPosFbMin,FDWFCVPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
522,FdwFcvPosFbPct,FDWFCVPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
523,FdwFcvPosFbRng,FDWFCVPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
524,FdwFlw,FDWFLW,Float,1,R/W,100,,,,,,,,,,,
525,FdwFlwMax,FDWFLWMAX,Float,1,R/W,100,,,,,,,,,,,
526,FdwFlwMin,FDWFLWMIN,Float,1,R/W,100,,,,,,,,,,,
527,FdwFlwPct,FDWFLWPCT,Float,1,R/W,100,,,,,,,,,,,
528,FdwFlwRng,FDWFLWRNG,Float,1,R/W,100,,,,,,,,,,,
529,FdwFlwTtl,FDWFLWTTL,Float,1,R/W,100,,,,,,,,,,,
530,FdwKc,FDWKC,Float,1,R/W,100,,,,,,,,,,,
531,FdwPrs,FDWPRS,Float,1,R/W,100,,,,,,,,,,,
532,FdwPrsEconIn,FDWPRSECONIN,Float,1,R/W,100,,,,,,,,,,,
533,FdwPrsEconInMax,FDWPRSECONINMAX,Float,1,R/W,100,,,,,,,,,,,
534,FdwPrsEconInMin,FDWPRSECONINMIN,Float,1,R/W,100,,,,,,,,,,,
535,FdwPrsEconInPct,FDWPRSECONINPCT,Float,1,R/W,100,,,,,,,,,,,
536,FdwPrsEconInRng,FDWPRSECONINRNG,Float,1,R/W,100,,,,,,,,,,,
537,FdwPrsMax,FDWPRSMAX,Float,1,R/W,100,,,,,,,,,,,
538,FdwPrsMin,FDWPRSMIN,Float,1,R/W,100,,,,,,,,,,,
539,FdwPrsPct,FDWPRSPCT,Float,1,R/W,100,,,,,,,,,,,
540,FdwPrsRecirc,FDWPRSRECIRC,Float,1,R/W,100,,,,,,,,,,,
541,FdwPrsRecircMax,FDWPRSRECIRCMAX,Float,1,R/W,100,,,,,,,,,,,
542,FdwPrsRecircMin,FDWPRSRECIRCMIN,Float,1,R/W,100,,,,,,,,,,,
543,FdwPrsRecircPct,FDWPRSRECIRCPCT,Float,1,R/W,100,,,,,,,,,,,
544,FdwPrsRecircRng,FDWPRSRECIRCRNG,Float,1,R/W,100,,,,,,,,,,,
545,FdwPrsRng,FDWPRSRNG,Float,1,R/W,100,,,,,,,,,,,
546,FdwPv,FDWPV,Float,1,R/W,100,,,,,,,,,,,
547,FdwPvAlDb,FDWPVALDB,Float,1,R/W,100,,,,,,,,,,,
548,FdwPvHiAlLim,FDWPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
549,FdwPvLoAlLim,FDWPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
550,FdwPvMax,FDWPVMAX,Float,1,R/W,100,,,,,,,,,,,
551,FdwPvMin,FDWPVMIN,Float,1,R/W,100,,,,,,,,,,,
552,FdwPvPct,FDWPVPCT,Float,1,R/W,100,,,,,,,,,,,
553,FdwPvRng,FDWPVRNG,Float,1,R/W,100,,,,,,,,,,,
554,FdwPvSpDev,FDWPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
555,FdwSp,FDWSP,Float,1,R/W,100,,,,,,,,,,,
556,FdwSpareParm1,FDWSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
557,FdwSpHiLim,FDWSPHILIM,Float,1,R/W,100,,,,,,,,,,,
558,FdwSpLoLim,FDWSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
559,FdwSpPct,FDWSPPCT,Float,1,R/W,100,,,,,,,,,,,
560,FdwTd,FDWTD,Float,1,R/W,100,,,,,,,,,,,
561,FdwTi,FDWTI,Float,1,R/W,100,,,,,,,,,,,
562,FdwTmpEconIn,FDWTMPECONIN,Float,1,R/W,100,,,,,,,,,,,
563,FdwTmpEconInMax,FDWTMPECONINMAX,Float,1,R/W,100,,,,,,,,,,,
564,FdwTmpEconInMin,FDWTMPECONINMIN,Float,1,R/W,100,,,,,,,,,,,
565,FdwTmpEconInPct,FDWTMPECONINPCT,Float,1,R/W,100,,,,,,,,,,,
566,FdwTmpEconInRng,FDWTMPECONINRNG,Float,1,R/W,100,,,,,,,,,,,
567,FdwTmpEconOut,FDWTMPECONOUT,Float,1,R/W,100,,,,,,,,,,,
568,FdwTmpEconOutMax,FDWTMPECONOUTMAX,Float,1,R/W,100,,,,,,,,,,,
569,FdwTmpEconOutMin,FDWTMPECONOUTMIN,Float,1,R/W,100,,,,,,,,,,,
570,FdwTmpEconOutPct,FDWTMPECONOUTPCT,Float,1,R/W,100,,,,,,,,,,,
571,FdwTmpEconOutRng,FDWTMPECONOUTRNG,Float,1,R/W,100,,,,,,,,,,,
572,FgBlrOutTmp,FGBLROUTTMP,Float,1,R/W,100,,,,,,,,,,,
573,FgBlrOutTmpMax,FGBLROUTTMPMAX,Float,1,R/W,100,,,,,,,,,,,
574,FgBlrOutTmpMin,FGBLROUTTMPMIN,Float,1,R/W,100,,,,,,,,,,,
575,FgBlrOutTmpPct,FGBLROUTTMPPCT,Float,1,R/W,100,,,,,,,,,,,
576,FgBlrOutTmpRng,FGBLROUTTMPRNG,Float,1,R/W,100,,,,,,,,,,,
577,FgOx,FGOX,Float,1,R/W,100,,,,,,,,,,,
578,FgOxMax,FGOXMAX,Float,1,R/W,100,,,,,,,,,,,
579,FgOxMin,FGOXMIN,Float,1,R/W,100,,,,,,,,,,,
580,FgOxPct,FGOXPCT,Float,1,R/W,100,,,,,,,,,,,
581,FgOxRng,FGOXRNG,Float,1,R/W,100,,,,,,,,,,,
582,FgrdPos,FGRDPOS,Float,1,R/W,100,,,,,,,,,,,
583,FgrdPosDev,FGRDPOSDEV,Float,1,R/W,100,,,,,,,,,,,
584,FgrdPosGas,FGRDPOSGAS,Float,1,R/W,100,,,,,,,,,,,
585,FgrdPosLtoffGas,FGRDPOSLTOFFGAS,Float,1,R/W,100,,,,,,,,,,,
586,FgrdPosLtoffOil,FGRDPOSLTOFFOIL,Float,1,R/W,100,,,,,,,,,,,
587,FgrdPosOil,FGRDPOSOIL,Float,1,R/W,100,,,,,,,,,,,
588,FgrfSpd,FGRFSPD,Float,1,R/W,100,,,,,,,,,,,
589,FgrfSpdDev,FGRFSPDDEV,Float,1,R/W,100,,,,,,,,,,,
590,FgTmpEconIn,FGTMPECONIN,Float,1,R/W,100,,,,,,,,,,,
591,FgTmpEconInMax,FGTMPECONINMAX,Float,1,R/W,100,,,,,,,,,,,
592,FgTmpEconInMin,FGTMPECONINMIN,Float,1,R/W,100,,,,,,,,,,,
593,FgTmpEconInPct,FGTMPECONINPCT,Float,1,R/W,100,,,,,,,,,,,
594,FgTmpEconInRng,FGTMPECONINRNG,Float,1,R/W,100,,,,,,,,,,,
595,FgTmpEconOut,FGTMPECONOUT,Float,1,R/W,100,,,,,,,,,,,
596,FgTmpEconOutMax,FGTMPECONOUTMAX,Float,1,R/W,100,,,,,,,,,,,
597,FgTmpEconOutMin,FGTMPECONOUTMIN,Float,1,R/W,100,,,,,,,,,,,
598,FgTmpEconOutPct,FGTMPECONOUTPCT,Float,1,R/W,100,,,,,,,,,,,
599,FgTmpEconOutRng,FGTMPECONOUTRNG,Float,1,R/W,100,,,,,,,,,,,
600,FlueGasFlw,FLUEGASFLW,Float,1,R/W,100,,,,,,,,,,,
601,FlueGasFlwMax,FLUEGASFLWMAX,Float,1,R/W,100,,,,,,,,,,,
602,FlueGasFlwMin,FLUEGASFLWMIN,Float,1,R/W,100,,,,,,,,,,,
603,FlueGasFlwPct,FLUEGASFLWPCT,Float,1,R/W,100,,,,,,,,,,,
604,FlueGasFlwRng,FLUEGASFLWRNG,Float,1,R/W,100,,,,,,,,,,,
605,FnlElDevHiHiLim,FNLELDEVHIHILIM,Float,1,R/W,100,,,,,,,,,,,
606,FnlElDevHiLim,FNLELDEVHILIM,Float,1,R/W,100,,,,,,,,,,,
607,FnlElDevLoLim,FNLELDEVLOLIM,Float,1,R/W,100,,,,,,,,,,,
608,FnlElDevLoLoLim,FNLELDEVLOLOLIM,Float,1,R/W,100,,,,,,,,,,,
609,FrnCv,FRNCV,Float,1,R/W,100,,,,,,,,,,,
610,FrnDb,FRNDB,Float,1,R/W,100,,,,,,,,,,,
611,FrnErrAlDb,FRNERRALDB,Float,1,R/W,100,,,,,,,,,,,
612,FrnErrNegAlLim,FRNERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
613,FrnErrPosAlLim,FRNERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
614,FrnKc,FRNKC,Float,1,R/W,100,,,,,,,,,,,
615,FrnOut,FRNOUT,Float,1,R/W,100,,,,,,,,,,,
616,FrnOutLtoffGas,FRNOUTLTOFFGAS,Float,1,R/W,100,,,,,,,,,,,
617,FrnOutLtoffOil,FRNOUTLTOFFOIL,Float,1,R/W,100,,,,,,,,,,,
618,FrnOutPurge,FRNOUTPURGE,Float,1,R/W,100,,,,,,,,,,,
619,FrnPrs,FRNPRS,Float,1,R/W,100,,,,,,,,,,,
620,FrnPrsMax,FRNPRSMAX,Float,1,R/W,100,,,,,,,,,,,
621,FrnPrsMin,FRNPRSMIN,Float,1,R/W,100,,,,,,,,,,,
622,FrnPrsPct,FRNPRSPCT,Float,1,R/W,100,,,,,,,,,,,
623,FrnPrsRng,FRNPRSRNG,Float,1,R/W,100,,,,,,,,,,,
